S1,A11-1,A11-1,S,370,1,0,0,8,0,0,0,10,4,0,0,131,6,0,0,10,0,2,0,0,0,1,94,0,0,1,2,28,0,0,0,7,4,0,0,0,2,6,1,0,5,5,8,9,0,0,0,0,18,0,0,4,0,23,0,39,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,62,0,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,208,0,0,13,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,20,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,4,3,0,0,0,2,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,131,0,0,0,3,5,5,0,2,0,1,40,3,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,147,0,3,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,4,0,0,1,155,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,1,0,0,1,0,42,0,7,15,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11,0,6,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,8,151,0,1,0,20,0,0,0,0,1,0,27,0,0,9,0,0,10,0,0,0,0,6,310,22,0,0,0,0,0,6,3,0,3466,0,0,0,1,0,6,18,56,0,0,80,1,23,4,0,2,1,1,0,2,14
S12,A11-10,A11-10 16,A,10,2246,0,0,1,0,0,0,0,0,0,0,1,1,7,0,0,233,3,0,0,3,2,0,0,187,2,15,0,0,109,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,203,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,47,0,64,91,0,0,2,0,128,0,0,0,1,2,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,165,5,1,10,0,9,0,0,0,0,0,13,5,0,102,2,0,0,7,0,0,0,0,0,0,12,0,0,0,0,24,0,44,1,0,0,0,0,1,0,0,0,0,31,0,1,0,0,0,0,0,0,56,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,16,0,0,0,2,0,0,1,0,0,0,0,1,0,0,30,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,25,4,0,0,60,0,0,1,0,0,1,0,0,0,0,62,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,4,0,0,0,1,0,0,0,7,0,0,0,67,1,0,0,0,21,0,2,0,31,0,2,0,0,0,1,0,0,0,14,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,474,66,0,13,0,1,0,0,0,0,0,1,0,0,0,0,3,0,12,0,0,0,0,26,72,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,1,92,9,0,2,0,6,1,11,0,5,341,8,0,0,1,0,30,0,0,0,0,101,8,1,135,0,0,0,111,59,0,0,1,0,0,3,3,87,1,0,0,0,0,1,81,0,64,0,0,0,261,1,0,0,0,0,0
S13,A11-11,A11-11,S,1005,0,0,0,15,0,0,0,1,0,0,5,17,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,29,0,0,0,0,0,79,41,0,15,0,0,12,1,98,0,54,0,0,0,63,2,0,0,0,0,3,94,0,0,0,0,0,3,5,0,8,0,0,0,2,51,0,1,0,5,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,0,0,9,8,12,0,0,0,0,4,11,0,0,0,0,125,0,1,0,0,0,0,0,0,0,0,770,0,0,0,0,3,0,0,0,0,11,0,0,0,0,6,1,11,0,0,0,0,19,0,0,0,0,0,0,0,59,0,0,0,0,1,0,0,0,24,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,53,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,25,0,0,0,0,0,0,1166,0,0,0,3,0,0,0,0,0,0,146,0,1,0,0,0,0,0,0,0,0,0,88,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,36,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,2,0,166,10,0,1,0,8,0,0,0,1,29,421,0,0,0,0,3,1,0,0,0,0,0,0,0,0,99,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,126,0,7,40,0,0,0,27,0,53,0,0,0,71,11,0,13,244,0,10,0,0,0,0,4,251,1,0,0,0,5,0,2,0,36,5,22,0,0,0
S14,A11-12,A11-12,A,18,34,0,19,11,3,0,0,0,0,0,7,0,0,0,0,9,0,7,0,0,0,6,1,0,0,0,0,2,0,63,0,0,0,0,0,7,0,4,0,0,5,1,0,0,57,0,0,0,0,0,0,0,0,6,2,220,0,0,0,0,0,0,0,1,0,0,181,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,45,0,13,0,0,20,0,12,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,79,0,0,94,33,0,0,0,0,0,0,0,2,42,0,0,0,1,20,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,2,0,0,0,1,0,0,0,33,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,11,127,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,2,0,0,1,0,0,1,0,0,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,1,3,0,0,0,2876,1,0,32,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,6,1,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,3,0,0,19,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,12,0,0,1,0,5,8,0,181,0,203,0,1,32,5,0,1,0,27,0,1,0,5,49,0,3,0,191,0,0,0,0,0,0,69,48,24,0,39,0,15,5,3,0,0,436,21,0,1,0,0,11,0,0,2,0
S15,A11-13,A11-13,S,1,0,175,0,1,0,0,0,0,0,16,0,69,2,5,0,0,0,0,0,137,0,5,2,186,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1,7,39,0,0,49,29,0,0,4,0,0,0,399,30,0,0,0,1,2,29,4,0,0,2,0,0,0,0,2,0,1,2,0,0,15,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1098,121,0,0,0,0,0,0,8,0,0,0,36,0,0,0,0,0,0,0,0,0,1,611,1,0,0,10,2,4,0,0,0,0,53,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,26,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,391,0,0,0,0,19,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,344,0,1,0,0,19,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11,0,0,0,0,0,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,61,0,6,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,180,0,0,0,16,0,0,0,2,0,0,1,0,5,0,0,9,0,0,0,0,1,0,0,0,0,0,4,0,0,0,4,40,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,84,0,0,0,92,93,15,0,0,111,2,0,0,0,2,126,40,0,62,0,3,337,10,13,0,0,0,17,0,7,184,0,0,0,66,1,33,0,4,1,0,0,0,0,4,18,2,0,0,207,2,0,0,0,13,18,0,211,5,9
S16,A11-14,A11-14,S,0,0,0,0,0,0,0,0,0,0,0,1,262,29,0,0,0,0,0,64,0,0,0,1612,0,0,0,0,0,0,0,0,1,0,278,0,0,0,0,1,0,0,0,0,5,0,97,0,0,0,57,0,42,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,109,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,0,335,460,0,0,0,0,0,0,0,0,0,2283,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,214,0,21,18,0,0,0,0,0,164,0
S17,A11-15,A11-15 17,S,0,0,0,12,1,1,12,0,10,16,0,0,16,0,90,2,1,0,89,0,0,8,1,83,1,0,58,41,28,0,0,27,1,1,1,0,53,28,11,7,4,53,5,0,0,69,0,0,2,4,0,0,6,0,19,10,53,0,0,0,48,10,0,59,0,0,0,196,0,1,1,2,11,6,3,12,1,1,23,0,0,0,0,3,11,1,7,14,0,75,0,0,0,6,0,3,1,0,0,0,29,0,0,0,3,0,0,2,6,1,0,5,0,19,0,4,8,0,23,4,2,0,60,10,0,18,0,0,12,8,0,1,0,11,6,1,0,0,0,5,0,0,2,2,77,0,1,2,0,15,23,0,0,14,1,7,4,0,5,0,0,0,0,1,0,1,0,4,0,0,9,0,0,2,0,7,0,5,0,1,0,0,0,0,3,4,1,11,8,0,1,0,16,0,3,0,3,21,1,6,0,1,5,0,0,0,0,1,11,12,1,0,0,0,0,0,10,0,0,1,0,300,7,0,0,0,0,0,0,0,0,0,0,155,0,2,9,44,0,1,0,0,0,0,114,0,0,0,3,0,10,0,0,7,10,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,76,9,145,0,0,0,0,0,0,0,0,0,62,14,0,11,0,0,0,0,0,0,4,1,12,2,0,0,2,0,1,13,1,0,0,3,0,0,0,0,0,1,1,1,0,0,5,0,0,1,0,2,0,0,0,0,13,11,0,0,4,2,3,0,0,1,1,6,13,0,6,0,0,0,0,0,5,0,0,0,0,0,2,0,5,0,15,2,0,0,5,2,0,1,5,0,1,0,0,9,272,0,0,0,0,2,0,1,1,0,13,1,0,0,0,18,0,0,0,0,0,0,1,3,0,0,0,0,2,0,1,0,3,1,1,0,1,15,1,59,9,32,36,0,17,0,2,0,110,29,1,14,15,74,1,9,11,6,8,1634,0,0,0,0,96,0,3,81,197,0,62,13,58,0,16,0,2,0,5,105,0,350,1,0,0,0,0,72,4,0,0,22
S19,A11-16,A11-16,A,2,7,0,83,6,35,0,0,28,1,0,5,0,0,13,0,1,0,26,0,0,0,45,6,4,7,7,38,14,0,0,0,13,1,0,0,0,114,2,1,0,0,1,0,0,132,0,154,0,1,0,0,0,0,90,69,5,0,0,0,0,8,0,0,0,0,0,1090,0,118,0,75,5,0,0,0,0,3,4,42,0,0,0,5,12,0,6,0,0,0,1,0,0,3,0,8,0,0,1,0,3,28,57,0,0,2,21,18,0,50,0,2,0,1,0,1,1,0,0,5,0,0,13,1,0,11,10,0,26,1,0,0,0,0,12,71,0,0,0,4,9,0,36,5,7,11,0,3,0,5,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,18,0,0,0,22,0,9,3,0,1,42,1,0,27,0,0,0,0,10,2,0,2,0,0,2,13,1,11,0,0,0,1,0,154,1,12,0,0,0,7,0,1,0,1,1,0,0,0,0,4,5,0,0,0,1,11,0,0,0,0,0,2,0,5,0,98,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,16,0,24,0,9,0,3,3,2,0,0,1,1,0,1,3,3,1,0,1,11,0,0,0,0,0,0,4,0,70,0,0,0,0,0,6,0,0,0,3,0,0,1,0,21,2,1,0,0,0,1,1,0,0,0,7,0,6,0,0,14,0,19,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,3,0,16,8,3,644,40,0,0,4,0,3,22,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,26,0,4,0,0,0,69,2,0,0,8,2,0,2,0,0,2,0,0,7,97,0,3,6,2,0,0,0,0,0,2,3,0,0,0,0,7,13,8,0,0,3,0,6,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,62,1,0,24,0,4,12,0,0,0,0,1,4,11,1,33,1,3,0,249,102,0,0,0,0,28,4,0,3,0,0,787,16,26,0,5,0,0,0,14,14,0,524,67,0,0,7,0,15,0,6,0,1
S20,A11-17,A11-17,S,1144,1140,0,1,0,0,0,0,10,0,0,0,11,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,2,0,0,0,1,0,1,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,0,219,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,6,0,0,27,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,6,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,31,0,10,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,55,0,0,13,0,0,0,0,11,0,0,0,0,1,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,154,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,102,0,0,4,1,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,8,0,0,0,1,20,14,0,0,1,1,0,0,0
S22,A11-19,A11-19,S,131,0,0,0,0,0,0,25,3,0,0,45,454,3,0,0,2,0,0,34,0,0,7,15,6,0,0,0,5,1,0,0,0,0,0,2,2,0,1,0,9,5,4,6,73,0,0,0,0,15,0,0,0,115,2,0,246,0,0,0,0,1,1,0,40,2,0,0,0,0,0,0,1,0,5,50,0,0,185,0,0,0,1,0,0,0,0,0,0,200,0,0,0,0,44,0,0,117,0,0,69,0,0,0,0,0,0,0,0,0,1128,113,8,0,0,3,0,0,21,0,0,0,56,0,0,1,0,9,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,15,0,0,0,0,0,0,0,9,0,5,40,0,0,0,0,0,2,0,0,0,36,0,0,2,0,0,67,0,0,0,0,0,28,5,0,3,7,9,7,0,0,0,0,39,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,10,0,0,107,0,0,23,0,0,0,3,0,0,1,0,11,0,0,0,2,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,39,0,0,0,0,0,0,0,1,0,0,153,0,8,0,0,0,0,0,0,0,2,8,0,0,5,0,0,0,0,0,0,0,148,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,134,0,0,0,3,0,0,0,0,11,0,11,0,8,0,0,3,0,0,0,0,0,0,0,0,0,6,9,1,0,0,36,14,0,0,0,22,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40,58,0,0,310,2,0,755,0,0,2,0,13,2,0,9,0,3,38,10,0,0,0,92,0,30,0,0,0,0,0,0,9,15,29,1,0,0,0,0,16,1,14,0,4,553,0,0,1,1,40,0,0,0,4,0
S2,A11-2,A11-2,S,1611,0,0,0,0,0,0,0,11,0,0,70,0,60,0,0,112,0,0,0,0,0,19,3,0,0,0,0,0,61,0,0,0,1,0,0,0,0,0,0,0,2,0,70,0,1,0,0,0,3,0,0,0,0,1,0,43,0,0,0,0,1,35,0,0,1,0,0,86,0,0,0,66,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,68,0,0,0,0,1,0,21,0,0,9,32,37,0,0,0,0,26,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,212,0,0,4,0,28,0,0,0,0,19,0,0,1,0,0,0,0,2,0,4,0,478,0,0,0,0,0,0,0,59,0,0,0,0,2,1,0,0,21,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,104,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,86,0,88,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,44,0,1,0,0,0,392,0,0,14,0,0,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,1,14,8,0,0,0,0,0,0,0,168,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,6,0,28,0,0,237,1,0,0,0,30,1,0,106,0,1,0,0,0,10,0,0,0,149,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,0
